anio_desde,anio_hasta,seccion,lugar_o_pais,detalle,fuente
2013,2013,2010s,Somalia,"Aviones de la Fuerza Aérea estadounidense apoyaron a los franceses en el intento de rescate de rehenes de Bulo Marer . Sin embargo, no utilizaron armas. [ 281 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2013,2013,2010s,,Crisis coreana de 2013 .,https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2013,2013,2010s,,"Los Navy SEAL llevaron a cabo una redada en Somalia y posiblemente mataron a un alto funcionario de Al-Shabaab ; simultáneamente tuvo lugar otra redada en Trípoli , Libia , donde las Fuerzas de Operaciones Especiales capturaron a Abu Anas al Libi (también conocido como Anas al-Libi). [ 282 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2014,2021,2010s,Intervención estadounidense en Irak,"Cientos de tropas estadounidenses desplegadas para proteger los activos estadounidenses en Irak y asesorar a los combatientes iraquíes y kurdos. [ 284 ] ​ En agosto, la Fuerza Aérea de Estados Unidos llevó a cabo un lanzamiento aéreo humanitario y la Marina de Estados Unidos inició una serie de ataques aéreos contra fuerzas alineadas con el Estado Islámico en todo el norte de Irak. [ 285 ] ​ [ 286 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2014,2014,2010s,Misión de rescate estadounidense de 2014 en Siria,"Estados Unidos intentó rescatar a James Foley y otros rehenes retenidos por EIIL . Se llevaron a cabo ataques aéreos contra la base militar del EIIL conocida como ""campamento de Osama bin Laden "". Mientras tanto, durante los bombardeos, los equipos Delta se lanzaron en paracaídas cerca de una prisión de alto valor del EIIL. Las carreteras principales fueron bloqueadas para impedir que cualquier objetivo escapara. Cuando no se encontró ningún rehén, las tropas estadounidenses comenzaron registros casa por casa. En ese momento, militantes del EIIL comenzaron a llegar a la zona. Se produjeron intensos combates hasta que los estadounidenses decidieron abandonar la misión debido a que los rehenes no se encontraban en la zona. Aunque la misión fracasó, al menos cinco militantes del EIIL murieron, pero un soldado estadounidense resultó herido. Según los informes, Jordania tuvo un papel en la operación y un soldado jordano también resultó herido. Esto no fue confirmado.",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2014,2014,2010s,Operaciones de rescate de rehenes en Yemen en 2014,"El 25 de noviembre, los SEAL de la Marina de los EE. UU. y las Fuerzas Especiales yemeníes lanzaron operaciones en Yemen en un intento de rescatar a ocho rehenes que estaban retenidos por al-Qaeda . Aunque la operación fue un éxito, no se consiguieron rehenes estadounidenses. En el primer intento fueron rescatados seis yemeníes, un saudí y un etíope. El 4 de diciembre de 2014, Al Qaeda en la península arábiga (AQAP) amenazó con ejecutar a los Somers si Estados Unidos no cumplía las órdenes no especificadas. AQAP también declaró que serían ejecutados si Estados Unidos intentaba otra operación de rescate. El 6 de diciembre se lanzó una segunda operación. 40 SEAL estadounidenses y 30 soldados yemeníes fueron desplegados en el complejo. Se produjo un tiroteo de 10 minutos antes de que las tropas estadounidenses pudieran ingresar al lugar donde estaban retenidos los rehenes restantes (Somers y Korkie). Estaban vivos, pero heridos de muerte. La cirugía se realizó en el aire mientras se alejaba del lugar. Korkie murió mientras volaba y Somers murió una vez que aterrizó en el USS Makin Island . Ningún soldado estadounidense resultó muerto o herido, pero un soldado yemení resultó herido.",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2015,2015,2010s,,"30 de abril de 2015, Estados Unidos envía barcos al Estrecho de Ormuz para proteger a los buques después de la incautación iraní de un buque comercial, el MV Maersk Tigris . Irán disparó por encima de la proa y se apoderó del barco registrado en las Islas Marshall , como parte de una disputa legal de una década entre Irán y Maersk . [ 287 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2017,2017,2010s,Ataque con misiles de Shayrat de 2017,Misiles Tomahawk lanzados desde buques de guerra estadounidenses en el Mediterráneo alcanzaron una base aérea siria en la gobernación de Homs en respuesta a un ataque con armas químicas contra civiles al suroeste de Idlib . Siete murieron y nueve resultaron heridos. [ 289 ] ​,https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2018,2018,2010s,,Estados Unidos y sus aliados lanzaron ataques con misiles contra objetivos militares en Damasco y cerca de Homs en respuesta al ataque químico de Douma contra civiles en abril de 2018. [ 290 ] ​,https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2018,2018,2010s,,,https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2019,2019,2010s,Operación Sentinel,el Comando Central de EE. UU. estaba desarrollando un esfuerzo marítimo multinacional para aumentar la vigilancia y la seguridad en vías navegables clave en el Medio Oriente para garantizar la libertad de navegación. [ 291 ] ​,https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2019,2019,2010s,,,https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2020,2020,2020s,,"Respuesta al ataque a la embajada de Estados Unidos en Bagdad . La embajada de Estados Unidos en Bagdad fue sitiada el 31 de diciembre de 2019, luego de las represalias de Estados Unidos por un ataque del proiraní Kata'ib Hezbolá en el que cuatro miembros del servicio resultaron heridos y un contratista civil murió. En respuesta, se enviaron inmediatamente marines y aviones desde Kuwait para defender la embajada y supervisarla. El 2 de enero de 2020, Estados Unidos lanzó un ataque aéreo contra un convoy, matando al general de división de la Fuerza Quds iraní, Qasem Soleimani , y al líder de la milicia iraquí Abu Mahdi al-Muhandis . [ 292 ] ​ Se movilizaron 4.000 soldados estadounidenses adicionales a la región, incluidos unos 750 de la 82.ª División Aerotransportada . [ 293 ] ​ En un informe anual publicado por el Pentágono el 6 de mayo de 2020, citó que aproximadamente 132 civiles murieron en 2019 como parte de las operaciones militares estadounidenses en Irak, Afganistán, Somalia y Siria. El Departamento de Defensa (DoD) agregó que no se reportaron víctimas civiles durante las operaciones militares estadounidenses en las guerras civiles de Libia y Yemen, respectivamente. [ 294 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2021,2021,2020s,Ataque aéreo de Estados Unidos en Siria en febrero de 2021,"El 25 de febrero de 2021, el ejército de Estados Unidos llevó a cabo un ataque aéreo en un sitio que se cree que estaba ocupado por milicias iraquíes respaldadas por Irán que operaban desde el otro lado de la frontera en el este de Siria en respuesta a los recientes Ataques contra las fuerzas estadounidenses y de la coalición en Irak. [ 295 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2021,2021,2020s,,"27 de junio de 2021, el ejército estadounidense llevó a cabo ataques aéreos contra milicias respaldadas por Irán en ambos lados de la frontera entre Irak y Siria en respuesta a ataques con aviones no tripulados contra fuerzas e instalaciones estadounidenses en la región. [ 296 ] ​ [ 297 ] ​ [ 298 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2021,2021,2020s,Intervención militar estadounidense en Somalia (2007-presente),"El 20 de julio de 2021, se llevaron a cabo ataques aéreos militares estadounidenses contra militantes de al-Shabab en Somalia, los primeros de este tipo desde que las tropas estadounidenses se retiraron y el presidente Joe Biden asumió el cargo en enero de 2021. [ 299 ] ​ [ 300 ] ​ El 22 de julio de 2021, la Fuerza Aérea de Estados Unidos llevó a cabo nuevos ataques aéreos contra militantes de al-Shabab. [ 301 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2021,2021,2020s,Puente aéreo de Kabul de 2021,"Como parte de un esfuerzo multinacional en curso de los países socios de la OTAN para extraer a ciudadanos y socios afganos del país tras la caída de Kabul en 2021 en manos de los talibanes . Estados Unidos desplegó 6.000 soldados para tomar el control del Aeropuerto Internacional Hamid Karzai y servir como base de operaciones para el esfuerzo de evacuación. [ 302 ] ​ El DOD confirmó el 16 de agosto que el general Kenneth F. McKenzie Jr. , comandante del Comando Central de los Estados Unidos , se había reunido con líderes talibanes en Catar para lograr un acuerdo. Según se informa, los talibanes aceptaron permitir que los vuelos de evacuación estadounidenses en el aeropuerto de Kabul se desarrollaran sin obstáculos. [ 303 ] ​ El transporte aéreo internacional de evacuados se reanudó el 17 de agosto luego de una interrupción temporal para despejar la pista de civiles cuando el Departamento de Defensa confirmó que el aeropuerto estaba abierto para todos los vuelos militares y vuelos comerciales limitados. [ 304 ] ​ Los funcionarios del Pentágono agregaron que se esperaba que los esfuerzos de evacuación se aceleraran y estaban programados para continuar hasta el 31 de agosto. [ 305 ] ​ En la tarde del 22 de agosto, Lloyd Austin , Secretario de Defensa de los Estados Unidos , ordenó la activación de la Flota Aérea de Reserva Civil estadounidense para ayudar en las evacuaciones, siendo sólo la tercera vez en la historia que se activaba la flota. [ 306 ] ​ El 26 de agosto de 2021, se produjeron dos ataques suicidas frente a las puertas del aeropuerto de Kabul, en los que murieron al menos 170 personas, incluidos 13 militares estadounidenses (11 marines, un soldado y un médico de la Armada), [ 307 ] ​ junto con más de 150 heridos. [ 308 ] ​ El 27 de agosto de 2021, las fuerzas militares estadounidenses llevaron a cabo un ataque con aviones no tripulados en la provincia de Nangarhar , Afganistán , contra un presunto ""planificador"" de la organización militante ISIS-K en respuesta al ataque al aeropuerto de Kabul que ocurrió el 26 de agosto de 2021. [ 309 ] ​ El 6 de septiembre de 2021, Estados Unidos evacuó a cuatro ciudadanos estadounidenses (específicamente, una mujer de Amarillo , Texas y sus tres hijos) de Afganistán por una ruta terrestre, lo que marcó la primera evacuación terrestre facilitada por el Departamento de Estado de Estados Unidos desde la retirada militar. Los talibanes estaban al tanto de la evacuación y no hicieron ningún esfuerzo por detenerla. [ 310 ] ​ [ 311 ] ​ El 17 de septiembre de 2021, el comandante del CENTCOM de EE. UU., general Frank MacKenzie , anunció que una investigación realizada por el ejército estadounidense sobre el ataque con drones antes mencionado encontró que mató a 10 civiles (incluidos 7 niños y un trabajador humanitario estadounidense), y que el vehículo atacado probablemente no era una amenaza asociada con ISIS-K. [ 312 ] ​ [ 313 ] ​ [ 314 ] ​ En diciembre de 2021, en respuesta al ataque errante de agosto, el Pentágono declaró que ningún personal militar estadounidense involucrado sería disciplinado. [ 315 ] ​ [ 316 ] ​ En noviembre de 2021, el Departamento de Estado de EE. UU. cree que hasta 14.000 residentes permanentes legales estadounidenses permanecen en Afganistán. [ 317 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2021,2021,2020s,,"El 22 de octubre de 2021, un ataque aéreo estadounidense en el noroeste de Siria mató al líder de alto rango de Al Qaeda, Abdul Hamid al-Matar, como parte de las operaciones antiterroristas en curso en la región. [ 318 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2022,2022,2020s,,"El 31 de julio de 2022, el líder de Al Qaeda, Ayman al-Zawahiri , fue asesinado en Afganistán en un ataque con aviones no tripulados estadounidenses. [ 319 ] ​",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2023,2023,2020s,Operación Guardián de la Prosperidad,"El 18 de diciembre de 2023, el Secretario de Defensa de los Estados Unidos , Lloyd Austin , anunció la formación de una fuerza de seguridad marítima internacional en el marco de la “Operación Guardián de la Prosperidad”, cuyo objetivo es contrarrestar las amenazas de las fuerzas hutíes contra el comercio marítimo internacional tras semanas de ataques contra buques comerciales .",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2025,2025,2020s,Operación Rough Rider,"En marzo de 2025, Estados Unidos lanzó una amplia campaña de ataques aéreos y navales contra objetivos hutíes en Yemen . Con el nombre en clave de Operación Rough Rider, ha sido la mayor operación militar estadounidense en Oriente Medio durante el segundo mandato del presidente Donald Trump. Los ataques comenzaron el 15 de marzo, con objetivos en sistemas de radar, defensas aéreas y bases de lanzamiento balístico y de drones utilizadas por los hutíes para atacar buques comerciales y navales en el Mar Rojo y el Golfo de Adén.",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2025,2025,2020s,Operación Martillo de Medianoche,"El 22 de junio de 2025, la Fuerza Aérea y la Armada de los Estados Unidos atacaron tres instalaciones nucleares en Irán como parte de la Guerra Irán-Israel , bajo el nombre en clave de Operación Martillo de Medianoche. Siete bombarderos estratégicos B-2 atacaron varias instalaciones nucleares iraníes. Esta fue la única acción ofensiva estadounidense durante la guerra entre Israel e Irán.",https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2025,2025,2020s,,,https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2025,2025,2020s,,,https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2025,2025,2020s,,,https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
2026,2026,2020s,,,https://es.wikipedia.org/wiki/Anexo:Intervenciones_militares_de_los_Estados_Unidos
